%
% index = 740, name = bbob_f006_i02_d03__bbob_f006_i04_d03
% instance = 1, reference value = 8.132267414807840e-001
% function evaluation | indicator value | target hit
1	1.372033252591215e+003	1.380384264602885e+003
10	4.498455211261216e+002	4.570881896148752e+002
14	2.283925050240138e+002	2.290867652767772e+002
24	5.458605372415578e+001	5.495408738576246e+001
41	2.964511853760328e+001	3.019951720402016e+001
94	2.928431133179328e+001	2.951209226666386e+001
104	2.604596199034478e+001	2.630267991895381e+001
106	2.538836001318778e+001	2.570395782768863e+001
107	2.486695309247878e+001	2.511886431509580e+001
112	2.441217219228978e+001	2.454708915685030e+001
311	2.441217219228978e+001	2.454708915685030e+001
%
% index = 741, name = bbob_f006_i03_d03__bbob_f006_i05_d03
% instance = 2, reference value = 9.740169492781831e-001
% function evaluation | indicator value | target hit
1	1.898378367033183e+000	1.905460717963247e+000
38	4.519882792838074e-001	4.570881896148750e-001
45	3.591675190361621e-001	3.630780547701014e-001
47	2.600778143043986e-001	2.630267991895382e-001
62	2.554231451573338e-001	2.570395782768864e-001
90	2.443177143146926e-001	2.454708915685031e-001
311	2.428571667579822e-001	2.454708915685031e-001
%
% index = 742, name = bbob_f006_i07_d03__bbob_f006_i08_d03
% instance = 3, reference value = 9.994427704351940e-001
% function evaluation | indicator value | target hit
1	3.106207216251947e-001	3.162277660168379e-001
29	3.071977695723257e-001	3.090295432513591e-001
114	1.976032291872071e-001	1.995262314968880e-001
134	1.516403626480871e-001	1.548816618912481e-001
138	1.428705569252797e-001	1.445439770745928e-001
155	1.319241241645972e-001	1.348962882591654e-001
162	1.175811570545851e-001	1.202264434617413e-001
168	1.079388006205588e-001	1.096478196143185e-001
182	1.071029552000804e-001	1.071519305237607e-001
191	1.032963717998662e-001	1.047128548050900e-001
192	1.022217733021587e-001	1.023292992280754e-001
207	9.976764284371542e-002	1.000000000000000e-001
221	9.769208530163964e-002	9.772372209558107e-002
278	9.546918746363897e-002	9.549925860214359e-002
311	9.458386675862007e-002	9.549925860214359e-002
%
% index = 743, name = bbob_f006_i09_d03__bbob_f006_i10_d03
% instance = 4, reference value = 9.253912760156250e-001
% function evaluation | indicator value | target hit
1	3.437180938584095e+004	3.467368504525317e+004
4	8.500504846785336e+003	8.511380382023768e+003
45	4.911495939873728e+003	5.011872336272725e+003
50	1.613630073500708e+003	1.621810097358930e+003
83	1.103063516712627e+003	1.122018454301963e+003
204	1.084772699744485e+003	1.096478196143185e+003
311	1.073090391768902e+003	1.096478196143185e+003
%
% index = 744, name = bbob_f006_i11_d03__bbob_f006_i12_d03
% instance = 5, reference value = 9.636745422811001e-001
% function evaluation | indicator value | target hit
1	8.329682804486600e-001	8.511380382023764e-001
46	8.125028692822111e-001	8.128305161640993e-001
58	7.462536826943691e-001	7.585775750291838e-001
72	7.026854910252641e-001	7.079457843841379e-001
81	5.070161364523537e-001	5.128613839913648e-001
92	3.140642038759641e-001	3.162277660168379e-001
105	3.007548719941724e-001	3.019951720402016e-001
117	2.357573362833041e-001	2.398832919019490e-001
135	2.337574136045468e-001	2.344228815319922e-001
144	2.057461770959742e-001	2.089296130854039e-001
158	1.470505957338809e-001	1.479108388168208e-001
167	1.444645075791683e-001	1.445439770745928e-001
174	8.165919379603359e-002	8.317637711026708e-002
179	7.121890866687319e-002	7.244359600749903e-002
180	6.923014866957522e-002	7.079457843841380e-002
186	6.910860958449205e-002	6.918309709189366e-002
196	6.729337504785604e-002	6.760829753919818e-002
200	6.527969631716091e-002	6.606934480075961e-002
212	6.454625554210391e-002	6.456542290346556e-002
216	6.264714120608916e-002	6.309573444801933e-002
225	6.085421581189354e-002	6.165950018614822e-002
232	5.867121496200889e-002	5.888436553555890e-002
240	5.665983801802810e-002	5.754399373371569e-002
244	5.565463459452880e-002	5.623413251903491e-002
293	5.432866718672458e-002	5.495408738576246e-002
307	5.366234652992064e-002	5.370317963702527e-002
311	5.362321451339303e-002	5.370317963702527e-002
%
% index = 745, name = bbob_f006_i13_d03__bbob_f006_i14_d03
% instance = 6, reference value = 9.996524038722310e-001
% function evaluation | indicator value | target hit
1	6.016135463851524e-001	6.025595860743578e-001
243	5.702154521179657e-001	5.754399373371569e-001
275	5.605055105803305e-001	5.623413251903491e-001
287	5.487943628008269e-001	5.495408738576245e-001
311	5.437367181476973e-001	5.495408738576245e-001
%
% index = 746, name = bbob_f006_i15_d03__bbob_f006_i16_d03
% instance = 7, reference value = 8.642460230921200e-001
% function evaluation | indicator value | target hit
1	1.630458790294620e+000	1.659586907437561e+000
311	1.630458790294620e+000	1.659586907437561e+000
%
% index = 747, name = bbob_f006_i17_d03__bbob_f006_i18_d03
% instance = 8, reference value = 8.495466000605980e-001
% function evaluation | indicator value | target hit
1	2.694631544226645e+000	2.754228703338166e+000
79	1.796688542600098e+000	1.819700858609983e+000
84	1.590737810151598e+000	1.621810097358930e+000
138	1.554058827336098e+000	1.584893192461114e+000
177	1.540030936549598e+000	1.548816618912481e+000
216	9.414967921730979e-001	9.549925860214360e-001
230	6.558234461546875e-001	6.606934480075960e-001
293	6.454750057555706e-001	6.456542290346555e-001
311	6.452536955496311e-001	6.456542290346555e-001
%
% index = 748, name = bbob_f006_i19_d03__bbob_f006_i21_d03
% instance = 9, reference value = 9.990651300790230e-001
% function evaluation | indicator value | target hit
1	1.551774932492023e+000	1.584893192461114e+000
14	1.277800559415523e+000	1.288249551693134e+000
51	2.061831935990335e-001	2.089296130854039e-001
74	1.852492355984918e-001	1.862087136662868e-001
78	1.818144470509892e-001	1.819700858609984e-001
