%
% index = 700, name = bbob_f002_i02_d03__bbob_f015_i04_d03
% instance = 1, reference value = 9.991165107273100e-001
% function evaluation | indicator value | target hit
1	2.061556105905117e-001	2.089296130854039e-001
51	8.095393400415230e-002	8.128305161640990e-002
85	3.528324738018884e-002	3.548133892335755e-002
109	3.352236937361308e-002	3.388441561392026e-002
134	3.273332583279887e-002	3.311311214825911e-002
164	3.232820587333174e-002	3.235936569296283e-002
172	3.159693105643135e-002	3.162277660168379e-002
193	2.333378541847764e-002	2.344228815319923e-002
214	2.270374520143259e-002	2.290867652767774e-002
311	2.245596091706126e-002	2.290867652767774e-002
%
% index = 701, name = bbob_f002_i03_d03__bbob_f015_i05_d03
% instance = 2, reference value = 9.341702014914670e-001
% function evaluation | indicator value | target hit
1	1.114315587686735e+002	1.122018454301963e+002
27	1.074418940788346e+002	1.096478196143185e+002
52	6.389970425310326e+001	6.456542290346556e+001
88	6.268156963535649e+001	6.309573444801933e+001
89	6.143778507580818e+001	6.165950018614822e+001
135	5.713319908820517e+001	5.754399373371570e+001
161	5.053433628122475e+001	5.128613839913648e+001
181	5.008965230051521e+001	5.011872336272722e+001
212	4.661468375427580e+001	4.677351412871981e+001
248	4.416430570780767e+001	4.466835921509630e+001
256	4.182070101600746e+001	4.265795188015925e+001
301	4.126469905677817e+001	4.168693834703355e+001
304	4.050603070308373e+001	4.073802778041128e+001
311	4.050603070308373e+001	4.073802778041128e+001
%
% index = 702, name = bbob_f002_i07_d03__bbob_f015_i08_d03
% instance = 3, reference value = 9.437442348623341e-001
% function evaluation | indicator value | target hit
1	3.058639603923673e-001	3.090295432513591e-001
109	3.009623077156246e-001	3.019951720402016e-001
156	2.947952865991681e-001	2.951209226666385e-001
161	2.619970699172184e-001	2.630267991895382e-001
193	2.567671341118337e-001	2.570395782768864e-001
301	2.509057614322520e-001	2.511886431509580e-001
311	2.502574475032527e-001	2.511886431509580e-001
%
% index = 703, name = bbob_f002_i09_d03__bbob_f015_i10_d03
% instance = 4, reference value = 9.978255493007440e-001
% function evaluation | indicator value | target hit
1	1.603267713915824e+001	1.621810097358930e+001
105	1.582668630283223e+001	1.584893192461113e+001
311	1.564122826319517e+001	1.584893192461113e+001
%
% index = 704, name = bbob_f002_i11_d03__bbob_f015_i12_d03
% instance = 5, reference value = 9.533425180241411e-001
% function evaluation | indicator value | target hit
1	2.829865158950811e-001	2.884031503126606e-001
74	2.682042103672342e-001	2.691534803926916e-001
131	2.628860920922131e-001	2.630267991895382e-001
134	2.521908555225457e-001	2.570395782768864e-001
136	2.475316148130580e-001	2.511886431509580e-001
171	2.450072982549056e-001	2.454708915685031e-001
173	2.350995072988915e-001	2.398832919019490e-001
176	2.103609087317607e-001	2.137962089502232e-001
182	1.917813515826780e-001	1.949844599758046e-001
195	1.841861049884132e-001	1.862087136662868e-001
258	1.750998611524527e-001	1.778279410038923e-001
290	1.635314290497993e-001	1.659586907437561e-001
306	1.620907628620074e-001	1.621810097358930e-001
311	1.620812587894772e-001	1.621810097358930e-001
%
% index = 705, name = bbob_f002_i13_d03__bbob_f015_i14_d03
% instance = 6, reference value = 9.310379642505590e-001
% function evaluation | indicator value | target hit
1	7.982913604563960e-001	8.128305161640993e-001
20	7.276959101091518e-001	7.413102413009175e-001
58	7.173523812185059e-001	7.244359600749900e-001
86	6.646140550351434e-001	6.760829753919818e-001
97	6.477420524654990e-001	6.606934480075960e-001
111	6.447990835691497e-001	6.456542290346555e-001
146	6.180884377892346e-001	6.309573444801933e-001
193	5.730455030965378e-001	5.754399373371569e-001
270	5.618280447912631e-001	5.623413251903491e-001
297	5.413901060162047e-001	5.495408738576245e-001
311	5.413901060162047e-001	5.495408738576245e-001
%
% index = 706, name = bbob_f002_i15_d03__bbob_f015_i16_d03
% instance = 7, reference value = 9.534741028469060e-001
% function evaluation | indicator value | target hit
1	5.405506348806120e-001	5.495408738576245e-001
12	5.276869442388155e-001	5.370317963702527e-001
47	5.236093161442920e-001	5.248074602497725e-001
75	4.818091039692924e-001	4.897788193684462e-001
311	4.815621189668964e-001	4.897788193684462e-001
%
% index = 707, name = bbob_f002_i17_d03__bbob_f015_i18_d03
% instance = 8, reference value = 9.840273994184690e-001
% function evaluation | indicator value | target hit
1	1.095929701930469e+000	1.096478196143185e+000
61	9.379627255265404e-001	9.549925860214360e-001
74	8.575789652888409e-001	8.709635899560806e-001
141	8.494100227805310e-001	8.511380382023764e-001
179	8.278929106036259e-001	8.317637711026710e-001
253	8.123340156551677e-001	8.128305161640993e-001
311	8.007402732586920e-001	8.128305161640993e-001
%
% index = 708, name = bbob_f002_i19_d03__bbob_f015_i21_d03
% instance = 9, reference value = 9.708277190653570e-001
% function evaluation | indicator value | target hit
1	8.776373844023228e+000	8.912509381337454e+000
311	8.776373844023228e+000	8.912509381337454e+000
%
% index = 709, name = bbob_f002_i21_d03__bbob_f015_i22_d03
% instance = 10, reference value = 9.915731035247120e-001
% function evaluation | indicator value | target hit
1	2.062357902691971e+001	2.089296130854040e+001
86	2.028677423233271e+001	2.041737944669530e+001
213	1.981550309216671e+001	1.995262314968880e+001
260	1.931547737984221e+001	1.949844599758045e+001
311	1.931547737984221e+001	1.949844599758045e+001
