%
% index = 330, name = bbob_f008_i02_d02__bbob_f021_i04_d02
% instance = 1, reference value = 9.297588056243140e-01
% function evaluation | indicator value | target hit
1	9.821381328288139e-01	1.000000000000000e+00
151	7.564301378616780e-01	7.585775750291838e-01
162	2.844803990205635e-01	2.884031503126606e-01
210	2.669258589894836e-01	2.691534803926916e-01
334	1.460841609364513e-01	1.479108388168208e-01
383	1.157908888201249e-01	1.174897554939529e-01
467	1.132264454366422e-01	1.148153621496883e-01
498	9.715564226420470e-02	9.772372209558107e-02
627	9.448324355870874e-02	9.549925860214359e-02
749	9.319314359759412e-02	9.332543007969910e-02
869	9.088135052730750e-02	9.120108393559097e-02
1041	9.074379606256944e-02	9.120108393559097e-02
%
% index = 331, name = bbob_f008_i03_d02__bbob_f021_i05_d02
% instance = 2, reference value = 9.968259219269220e-01
% function evaluation | indicator value | target hit
1	8.133628004740568e-01	8.317637711026710e-01
299	7.489939811417199e-01	7.585775750291838e-01
316	5.582254371905162e-01	5.623413251903491e-01
431	4.982767758515600e-01	5.011872336272722e-01
434	4.245909857376293e-01	4.265795188015927e-01
472	3.620485056051117e-01	3.630780547701014e-01
516	3.514639577158194e-01	3.548133892335755e-01
531	1.546456044514333e-01	1.548816618912481e-01
576	1.391954820049567e-01	1.412537544622754e-01
583	7.765884511690890e-02	7.943282347242814e-02
609	7.755256144320655e-02	7.762471166286916e-02
635	7.081319996441149e-02	7.244359600749903e-02
643	3.220501572804424e-02	3.235936569296283e-02
783	3.055252257550356e-02	3.090295432513590e-02
805	2.923512703484410e-02	2.951209226666385e-02
826	2.231038684528697e-02	2.238721138568340e-02
840	8.335911741082724e-03	8.511380382023767e-03
903	7.395935877879789e-03	7.413102413009177e-03
944	7.197545865839872e-03	7.244359600749898e-03
972	7.030680849761883e-03	7.079457843841380e-03
1041	6.981100255285755e-03	7.079457843841380e-03
%
% index = 332, name = bbob_f008_i07_d02__bbob_f021_i08_d02
% instance = 3, reference value = 9.909643718308050e-01
% function evaluation | indicator value | target hit
1	5.657088336447516e-01	5.754399373371569e-01
346	5.371607391356166e-01	5.495408738576245e-01
355	4.920602853288708e-01	5.011872336272722e-01
377	4.738228847424130e-01	4.786300923226383e-01
432	4.037758585027807e-01	4.073802778041127e-01
434	3.322497825244697e-01	3.388441561392025e-01
439	3.188420038547112e-01	3.235936569296283e-01
498	3.147783713958651e-01	3.162277660168379e-01
504	2.826976756350223e-01	2.884031503126606e-01
592	2.543089038482907e-01	2.570395782768864e-01
638	2.459064093914528e-01	2.511886431509580e-01
646	1.430036924084008e-01	1.445439770745928e-01
687	1.391984457629206e-01	1.412537544622754e-01
766	1.245604456359873e-01	1.258925411794167e-01
809	1.181918625098266e-01	1.202264434617413e-01
849	1.169612018686057e-01	1.174897554939529e-01
922	1.111134150195592e-01	1.122018454301964e-01
1041	1.110783079659727e-01	1.122018454301964e-01
%
% index = 333, name = bbob_f008_i09_d02__bbob_f021_i10_d02
% instance = 4, reference value = 9.672513568225670e-01
% function evaluation | indicator value | target hit
1	1.287804870708067e+00	1.288249551693134e+00
91	7.540290031955948e-01	7.585775750291838e-01
150	6.952914518297311e-01	7.079457843841379e-01
163	2.800565680397568e-01	2.818382931264454e-01
389	2.216936076702694e-01	2.238721138568339e-01
529	1.854834724833031e-01	1.862087136662867e-01
570	1.272888889038911e-01	1.288249551693134e-01
613	1.256610860948395e-01	1.258925411794167e-01
742	1.158118924854943e-01	1.174897554939529e-01
759	1.065799370627213e-01	1.071519305237607e-01
777	1.041316182271741e-01	1.047128548050900e-01
832	8.508301287235642e-02	8.511380382023763e-02
1041	8.504244501463665e-02	8.511380382023763e-02
%
% index = 334, name = bbob_f008_i11_d02__bbob_f021_i12_d02
% instance = 5, reference value = 9.561073644872550e-01
% function evaluation | indicator value | target hit
1	4.614385680056987e-01	4.677351412871982e-01
49	4.153253866526522e-01	4.168693834703354e-01
191	2.050021530195231e-01	2.089296130854039e-01
201	2.007475043746894e-01	2.041737944669530e-01
281	1.968745226471288e-01	1.995262314968880e-01
341	1.852392204500416e-01	1.862087136662867e-01
343	1.651974086641063e-01	1.659586907437560e-01
397	1.621727378978589e-01	1.621810097358930e-01
405	1.567477181465012e-01	1.584893192461113e-01
427	1.538190291026050e-01	1.548816618912481e-01
460	1.500814368401406e-01	1.513561248436208e-01
486	1.456522286947405e-01	1.479108388168208e-01
516	1.314469373357610e-01	1.318256738556407e-01
583	1.975812429963242e-02	1.995262314968880e-02
615	1.948760078815592e-02	1.949844599758046e-02
697	1.681861267798745e-02	1.698243652461744e-02
830	1.415384517963603e-02	1.445439770745927e-02
852	1.412081825518663e-02	1.412537544622754e-02
935	1.163497905315936e-02	1.174897554939530e-02
948	1.123953850516590e-02	1.148153621496883e-02
990	1.120195093381038e-02	1.122018454301964e-02
1041	1.117334898846500e-02	1.122018454301964e-02
%
% index = 335, name = bbob_f008_i13_d02__bbob_f021_i14_d02
% instance = 6, reference value = 9.924230682175700e-01
% function evaluation | indicator value | target hit
1	1.452482698219070e+00	1.479108388168207e+00
127	8.406823725272344e-01	8.511380382023764e-01
349	5.395786280026657e-01	5.495408738576245e-01
354	4.425441866274170e-01	4.466835921509631e-01
566	4.241848537506536e-01	4.265795188015927e-01
577	3.508723555104980e-01	3.548133892335755e-01
620	3.457386460762356e-01	3.467368504525316e-01
679	3.361161218428006e-01	3.388441561392025e-01
685	3.285899788283101e-01	3.311311214825911e-01
814	3.229476201115673e-01	3.235936569296283e-01
971	3.160742782805733e-01	3.162277660168379e-01
